mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
69	69	827/4	827/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	750										91			
69	69	204	204	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	751													
69	69	206	206	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	752													
69	69	204	204	3.0	0	0	Chord	3/4	3	2	3/4		1/2	3/2	753													
70	70	208	208	0.0	1/4	1/4	Tempo	3/4	1	1	0									𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0				
70	70	207	207	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	754										91			
70	70	208	208	0.0	1/4	1/4	StaffText	3/4	2	1	0								ritard.						91			
70	70	208	208	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	755										91			
70	70	417/2	417/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	756										91			
70	70	209	209	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	757										91			
70	70	419/2	419/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	758										91			
70	70	207	207	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	759													
70	70	209	209	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	760										92			
70	70	207	207	3.0	0	0	Chord	3/4	3	2	3/4		1/2	3/2	761													
71	71	210	210	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	762													
71	71	210	210	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	763										92			
71	71	211	211	2.0	1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	764										92			
71	71	211	211	0.5	1/4	1/4	Chord	3/4	3	2	1/8		1/8	1	765													
71	71	423/2	423/2	0.5	3/8	3/8	Chord	3/4	3	2	1/8		1/8	1	766													
71	71	212	212	0.5	1/2	1/2	Chord	3/4	3	2	1/8		1/8	1	767													
71	71	425/2	425/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8		1/8	1	768													
71	71	212	212	1.0	1/2	1/2	Chord	3/4	3	3	1/4		1/4	1	769													
72	72	213	213	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	770													
72	72	213	213	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	771													
